epoch,train_loss,train_accuracy,val_loss,val_accuracy,learning_rate,epoch_seconds,best_checkpoint
1,1.0991039594014487,0.31666666666666665,,,0.01,0.7837919000012334,True
2,1.037246678272883,0.35833333333333334,,,0.01,0.6837030000024242,True
3,0.9146786014238993,0.6666666666666666,,,0.01,0.8211890999955358,True
